token,lidar_pc_token,type,agent_track_token
b'\xfe\xcb\x883\xbcCX:',b'\xc4\xee\\H\xcb\xe0R\xd0',on_traffic_light_intersection,
b'\xacK>\xc9&\x89S\x9a',b'\xa0\xd4M6\x1a\xf1_\xd6',on_traffic_light_intersection,
b'\xfb\xe2\xe3;C\xcc[\xd6',b'\x19*\xd3\xc6\xf4\xa6^\xd2',on_traffic_light_intersection,
b'\xde\xbbC\xe1BUY\xaa',b'\xf9\xcf\xb5\xe4\x02\xa1P\xfe',on_traffic_light_intersection,
b'\x05\xffC\xa0{\x18P\xbf',b'\xa8\x9c\x0cx&;P^',on_traffic_light_intersection,
b'\x89\xed`\xcaU\xd9_\x04',b'\x84\xc8\x14\xbd5\xa0P\xba',on_traffic_light_intersection,
b'\x11\xf3\xb7\xba\x02Y[\xff',b'\xdbyS7\xe6\xdbX\xd7',on_traffic_light_intersection,
b'h\xeb8M\xe6\nW\x8a',b'\x08\x0e\x90\xf2~fU\xe0',on_traffic_light_intersection,
b'\xd7\xe4\x03As\xaeQ\xc2',b'#9N\x0f\xb1`P\x9f',on_traffic_light_intersection,
b'\xf3\x10=\x99\x0f4Z\x8b',b'PA\xe7\x8c\xe0\xfeS>',on_traffic_light_intersection,
b'\x05\x02{\x89P\xfa^6',b'4\xb8\x99\xecN(\\\x88',on_traffic_light_intersection,
b'\x9d\xba\\\xb2\xaa\x93X\xfe',b'\xca|X |\xfeX\xe7',on_traffic_light_intersection,
b'\r\xdf\x9c|\xd6\xf1R\x91',b'\xa6C\xf3S\x98\xaaS\xbe',on_traffic_light_intersection,
b'E\x8a^\x94\xb0\t_\xd6',b'\xb2\x87\x03{\xd8\xabP\xe3',on_traffic_light_intersection,
b'\xbf\xc6\xfc\xadYf[m',b'\xd7\x08\xcc7\xa8\xa2P\x82',on_traffic_light_intersection,
b'\xad\xbeeY\t\x82R\x15',b'}\xd4\xcej\xd3CVh',on_traffic_light_intersection,
b'@\xf2\xd1\xf8\x9a\xe2U\x12',b'\xa4\xf7R2\xe96UL',on_traffic_light_intersection,
b'1ae\xbb\x88MY\x14',b'`\xfe\x86\xde\xf4\xb7S+',on_traffic_light_intersection,
"b',5\xd2}p\xa6V;'",b'\xd8G\xdf\xeb3\x9eR#',on_traffic_light_intersection,
b'\xf2\xf2\x1dG\xf2\xd8SD',b'$<XVm\rQ\x8f',on_traffic_light_intersection,
"b'\x10\x03""\xaf$\xe2RD'",b'\x02^\xe3 \xf9\x97Y\xfb',on_traffic_light_intersection,
b'\xe7\x02I\\\xcf\x80[\xa2',b'\xae+\x13\xf3\x8c\x02S\xcc',on_traffic_light_intersection,
b'/\xf8\xddA\xda\xdcVX',b'D\x16y\xb9B\xe0]\xbc',on_traffic_light_intersection,
"b""\xbec\x14'\xe6\x8fR\xaf""",b's9^UW\x0bP\x1f',on_traffic_light_intersection,
b'\x7f\xb3\xb1\xd3\xbd\x8c]\xe2',b'\x9f\xf6\x88\xbb^b\\\x8e',on_traffic_light_intersection,
b'\xcfOD\x9e\xf5nW\x8e',b'\x15Z\r\xbe\x01pX#',on_traffic_light_intersection,
b'3 \xf7\\4\x0eY\x9f',b'\xfc\x9bX\xf9\rV_\xe9',on_traffic_light_intersection,
b'a\xd0\x88\xf8\xa8\xb1\\\xf0',b'\x9b\xc3\xe1\xe7j\xb0S>',on_traffic_light_intersection,
b'\x01\xe9C\x13OTU\xe4',b'\xbc-\x1d1H@[\xfc',on_traffic_light_intersection,
b'\xf4\x9d\x1b\xe8z~[\xfc',b'\xabuV6\x04\x9cUb',on_traffic_light_intersection,
b'\x06q\xbc\x8a\xe3?P.',b'B\xe6:\x03\x13LP\xef',on_traffic_light_intersection,
b'U\xa0\xb3da=\\.',b'fG\x8c\xeb\x17\xb3Z\xd2',on_traffic_light_intersection,
b'\xfe`\xe3\xb6x\xceW\xf3',b'\xa1\x03/\xb5g\\P]',on_traffic_light_intersection,
b'+i\x08Hq\xd0UO',b'\x06\xd3\x16:\xb0\xd4V\xcb',on_traffic_light_intersection,
b'}\xb0-\x81\xaa\xa9Z\xbc',b'\x86h\x10\xa7^@\\\x97',on_traffic_light_intersection,
b'\x84b\x0e\xff\x8f\x82W\x8d',b'_\xb7+\xc0g\x0fT\x18',on_traffic_light_intersection,
b'ft\xb0v\xa1m[\xe6',b'1\xec}--\xd9P\xd6',on_traffic_light_intersection,
b'\xe9\xe0\xcd\xe1\x9f\xeaZ\xe0',b'B)\xf2D\xde\x80S\x1c',on_traffic_light_intersection,
b'\xd1P\xb7]1]\\\x81',b'\x90\x8c\xc9t\xbaCU@',on_traffic_light_intersection,
b'\xc5\xb8\x13\x82\xcf\x10^\x0e',"b'\xfc""\xf4\x0f\xd3\x9a_\xd3'",on_traffic_light_intersection,
b'\xfe\xfc\x9f\xbaqoY\xc8',b'\xea\xb8\x98\xd2\xb6\xcaW\xc6',on_traffic_light_intersection,
b'\x9cn\x12\xca\xf0\x8a] ',b'.\xd5O\xf2\x9c@_\x16',on_traffic_light_intersection,
b't\xb3\x9f\xab\xa6\xf9T\xd8',b'\x91\xe5\xd1\x94\xeeGZ\x9f',on_traffic_light_intersection,
b'^\xbfk\xc6\xcc\xb2T\xcb',b'S#h\t\xed\xa8R\x97',on_traffic_light_intersection,
b'J\x013\x82\x07M\\\x01',b'\x94pDn\xb4nV}',on_traffic_light_intersection,
b'\x84p\xf6\xc2\xbb\xaeS\xb8',b'\xdf\xdcCo\x8c/^B',on_traffic_light_intersection,
b'\xe9|\x8e\xa17\x8fS\xd8',b'`}\x87\xa6$3XI',on_traffic_light_intersection,
b'\x82\xea\xfc\xfc;\x1bX\xa3',b'\xdf\xb1\xa2R\xf3\xebZ\t',on_traffic_light_intersection,
b'\xd3\xdd\x95\xf5\x11\xc9S\x95',b'\x87\x08\x91 g~]\x1d',on_traffic_light_intersection,
b'\xa5 \xe1\xd1\x96\x9eS\xf7',b'\x11Z\x9fX\x18\xa3^r',on_traffic_light_intersection,
b'\xbe\x1c\x8f\xa7\x0erQ^',b'\xd0\x1d\xcc\xd7y]R\x1b',on_traffic_light_intersection,
b'\x96\x11M5`\x9cQm',b'\x1a\xd5\x87\xac\xb7\xb4_p',on_traffic_light_intersection,
b'\xf6\xe2 fy[U\xca',b'(\r\xbe\xcb\xfc\x8fZ\xf7',on_traffic_light_intersection,
b'\xa7\xf7+\xc2\x8ej\\;',b'\x0f\xd2\x10\xc0\xd2\xe1Z\x0f',on_traffic_light_intersection,
b'\xd4\x05\x921\xdbB]\x8c',b'\xe2\xb7d_^\xfaS\x91',on_traffic_light_intersection,
b'\x8a\xa0\xbb$:#U.',b'F\x9c\xf2\xf6}\x9bX\xc0',on_traffic_light_intersection,
b'J\xbc\xac\xd5\x85.^\\',b'\xba(\xfa4d\x91T\xff',on_traffic_light_intersection,
b'h\xc7\xc5\x94\x80\xb5Yh',"b'\xc8\x01nW""lR\x19'",on_traffic_light_intersection,
"b'\x18\x19T\x0f\xf3)_,'",b'u\x94\x88>(L[\xb9',on_traffic_light_intersection,
b'\xbb\x96\xa5\xf74\x07Z\xcb',b'Y=\x94\xf6\xcd)Y\x84',on_traffic_light_intersection,
b'\x1c|\xba\x19\xba@Zh',b'$\xd4\x14a\xfb\xbbY\xde',on_traffic_light_intersection,
b'\xef\x0e\x1fG\xe4\xa6_Y',b'[[e\xe7C\x9cU\x9e',on_traffic_light_intersection,
b'\xf6u\x96\xf2\xf0NVc',b'\x03\xd7\xcb\r\xd1 _y',on_traffic_light_intersection,
b'\x19\xa7G\xa2\x88\x9aT\xbf',b'\xb6\x19\xf2=~XP<',on_traffic_light_intersection,
b'\x0f$V\x84\xa4\xe3]\xee',b'\x1b\x0bB\x86R2[\xa3',on_traffic_light_intersection,
b'\x18\x0f\xdd~\xc7sW\xa9',b'{T\x81\xdd\xee?R\xaa',on_traffic_light_intersection,
b'\xf4\x92\x01\r~\xdc]\x88',b'\x87oVv\x95\x05Z\xb2',on_traffic_light_intersection,
b'IQ\x8f0\x13\xbaYQ',"b""\xdb')\xaeQ\xe3_\xfd""",on_traffic_light_intersection,
b'.\x82\x81\x00iwSu',b'\x05W\xb7\xea\x04zR\xd1',on_traffic_light_intersection,
b'\x86\x13\xecS\xdfc_\x11',b'\xa0\x81\x9eV\x92\x9fS\xd9',on_traffic_light_intersection,
b'0\x7f3|\xc74Z\xde',b'\x8e\xee\xa4\t\xaceT\xf3',on_traffic_light_intersection,
b'&\\\x0b\x15B\\ZE',"b""\xdb\xe7_\xa1'\xedS\xe3""",on_traffic_light_intersection,
b'b\x80{LC\xf7ZG',"b""M\xc0\x90<\t'P0""",on_traffic_light_intersection,
b'\x89#\xc6\x89x\xc4St',b'\xbe\x9e>\x9e\xa7XV9',on_traffic_light_intersection,
b'\x90\x13\\\xdc\x15\x9e^)',"b'\xc0v\x99\xc0\xc6pY""'",on_traffic_light_intersection,
b'\x84f&\xecc\xd8U\x1f',b'\xa3Q\x91\\\xacsVQ',on_traffic_light_intersection,
b'\x9aT\xf7\xa5\xca\xbbRC',b'\xf8\xe0\xd8\x14\x8d\xceRi',on_traffic_light_intersection,
b'lO\x8f\x06\xb3\x97Up',b'>4\xcd13\xa7Y\x04',on_traffic_light_intersection,
b'\nr\xf4>t<\\0',b')T-0\x0e\xde[\r',on_traffic_light_intersection,
b'\x13j\x04\xb3\xed\x13W_',b'y?\x07\xcfJ\xaeZ\x02',on_traffic_light_intersection,
"b'""\xceG\x89C7Rd'",b'o\xd8\x92`\xa00[\x81',on_traffic_light_intersection,
b'\x9f\x17\xcd\xd1A{U\x12',b'\x16\x01\x19\x16a&X\x1e',on_traffic_light_intersection,
"b'\xe9\x90Os\x08\xd3\\,'","b""\x947\xf88\xfa\xd9R'""",on_traffic_light_intersection,
b'\xd8{p\xff\xc7\xf8Tv',b'B\xe3=\x95\xb5\xddZ\n',on_traffic_light_intersection,
b'-n\xea\rw\x15Ty',b'\xe5@{=\x8e\x7fS7',on_traffic_light_intersection,
"b'O\xe2\x00<pHW""'",b'\xebV\xfb\xff7\xabY\x16',on_traffic_light_intersection,
b'\x8a:\x9f\xcby\x13R\xc0',b'\xa9\xbfm\x11&\x8e\\\xaf',on_traffic_light_intersection,
b'|\x10\xb4\xdbT\x81P]',b'\xe5k\xd0\x04\xe7\x86_\xf2',on_traffic_light_intersection,
b'\xb4F<\xaf\x1f\xa4_\xb5',b'\xd5\xd8(\xf3\x01\x93]G',on_traffic_light_intersection,
b'\xa6\x890^\xe9\xb0_\xcb',b'\x82\xdd-\xf45\xf2TR',on_traffic_light_intersection,
b'\xe8\\\x0c\x89\x97\tW\x04',b'\xc6\xeen\xf3\xfd\xd0S\x89',on_traffic_light_intersection,
b'Uu\x9erb\xfdP\xf3',b'+\xb2_=zrP\x12',on_traffic_light_intersection,
"b""\x18[\x9a1'\x14R|""",b'\x1cj\x0e\x8f\xb5X]N',on_traffic_light_intersection,
b'\xe0\xb3*\xd8Z\xfd]a',b'\x0e\x99N^jk_\xf0',on_traffic_light_intersection,
b'\x89[\x8a\xd5\x15\x18Xh',b'\t\xee^\\D\x0b[\x10',on_traffic_light_intersection,
b'n\x1e\xdfW\xe7\x1fQ\xa7',b')F\x9fo\xeb\x13Y\x9f',on_traffic_light_intersection,
b'\x90\x7f\xe2\x94\x8f\xfdU\xec',b'\x07;\xae@\x9c\xffX\xf0',on_traffic_light_intersection,
b'\xb83\xbf\xb1>3So',b'\x00[\x19\xa6\xf7\xadX?',on_traffic_light_intersection,
b'\x94\xbc\xf8<\xa54Z\xfe',b'd\x1f\xdd\xc9\xd4\xd6W\x8a',on_traffic_light_intersection,
b'\xd8b\xd1\xb0\xec\xd5P\x86',b'\x84y\xfbU\xafTV\x8a',on_traffic_light_intersection,
"b'""\xdb-\xd1\x85UZ\xd6'",b'\xa5*dB\xb95Q\xcf',on_traffic_light_intersection,
b'z\xb4\x89\xea\xd4\xb0_\xc1',b'C\xc5\x1fd\xf5\xc2T\xed',on_traffic_light_intersection,
b']\xfd\xf8z\xe7\xbaT#',b'\x8f\x1a\x8f\xdc\xedZS\xe7',on_traffic_light_intersection,
b'\xe1{\xd7\xf2\x0f\xc9Z\xbc',b'}\xe3\xda\xdfi\xb5SF',on_traffic_light_intersection,
b'\x92\x95Y\x1e\x96SUI',b'\xcc1\xef\xba\x82jS\x7f',on_traffic_light_intersection,
b'\x06\xe7a\xe9\x93?[5',b'\xdc\x07\x0b\x04\x05\r^\xd2',on_traffic_light_intersection,
b'\xa9\x11\x90E\x12D^\x91',b'\xe0\x89\x1fS\xaf\xf6[\xa6',on_traffic_light_intersection,
"b""\xad\x1e\xe6\x87'\x05[\x01""",b'J\xf8\xf9\x0b\x87\xbcZ@',on_traffic_light_intersection,
"b'H\xf8\xc4""}FP\xba'",b'\xe2\xd0\xf0z\xdf\xb0Q\x89',on_traffic_light_intersection,
b'\x1a\xab&\xf0\x9b\xe0_B',b'\xad\xff\xc2\xa5\x87fR\xfb',on_traffic_light_intersection,
b'\x0e\xc8ck\xdb\x18Y\x18',b'\x90t\x89f\x14\xb3V\x0f',on_traffic_light_intersection,
b'(E\xdb\xbf \xddQ\x08',b'\x84N\x8b}o\xae]\x06',on_traffic_light_intersection,
b'\xa0\xd9-\xa9\x1f\xe9P)',b'\xe4\x90\x86\x92\x99\xc3R\xc8',on_traffic_light_intersection,
b'\x05K\x9c\x18\xf6\xe3P*',b'K\xea\x8f\x9d\xd5>U{',on_traffic_light_intersection,
b'\xd1\xf8\xb5\x17\xfe\xe7P.',b'9\x03v`3\x9aQ\x9a',on_traffic_light_intersection,
b'1\xe9c7\x16v]\xbd',b'#_\xd5\xb8I\xaaS\xec',on_traffic_light_intersection,
b'%J\xb24\xd8\x19\\\r',b'\xa4\xe7\xe1)\x97\x7f[\xa9',on_traffic_light_intersection,
b'\x90\rR\x0f\xa9TRe',b'R\xbe\x96\xbef\x9bZ-',on_traffic_light_intersection,
b'\xedV\x9b5#\xb8V\xec',b'\xc2\xf6\x9a\xb0/\xcbS\x9b',on_traffic_light_intersection,
b'#K\xba\xc3\xffWT\x80',b'j\xfe\x7f\xdf\x15\xbc\\\x96',on_traffic_light_intersection,
b'*\x85z\xce\x9b`[R',b'\xf3V/ \x81\xf3\\\x99',on_traffic_light_intersection,
"b'\nBU Z""P\xd1'","b'\x1a\x8e\xdb""\x9c\xebP\x01'",on_traffic_light_intersection,
b'\xb8\\f\x8b\xbb5_U',b'\xa0MT\x06T\x1dU\xd1',on_traffic_light_intersection,
b'f\xd2\xa0:\x0e2\\\xb5',b'r\x08\xf7\xd3\x03%_\xed',on_traffic_light_intersection,
b'\xf7\x83\xc8\xab\xbc\x8e_G',b'\xe5\xadb\xd7y\xb7^\xed',on_traffic_light_intersection,
b'\xb3\x99y\xf2\x8blQ9',b'\xc3\xb8{?y6]\xa0',on_traffic_light_intersection,
b'a\x9c`N\x0b\xf7^\x88',b'\xa5\x8cu_\x01\x80X(',on_traffic_light_intersection,
"b""q\x188\x0f'\x89^\xf8""",b'\x14\xc7G\xfc\xd8\x9cY\x9a',on_traffic_light_intersection,
b'\x071%o7\xceT\xf3',b'\x0c?\x92\xf5`VY\r',on_traffic_light_intersection,
b'\x0c}O\xb6\xde\xb5[0',b'\x83\xc3\x08A\x84`XS',on_traffic_light_intersection,
b'\xd0[<\x8f]WX\xf4',b'l?\x13\x830\x8cR\x00',on_traffic_light_intersection,
b'\x02:\x1d\n\xc5\x12Zg',b'\x06\x85\xf1\xe8?q[\xe9',on_traffic_light_intersection,
b'\xcd\xde\xfa}\xea;Vm',b'\x0c\xa6\xd3uZ\x1a[\xc4',on_traffic_light_intersection,
b'\xdc\x8b{\xfa\x032_\x9f',b'\x11i\xbc|*\x99WB',on_traffic_light_intersection,
b'4\xb7W\xc7\xe4\xb2So',b'\xff\xe1%\xd1]XW\xc3',on_traffic_light_intersection,
b'\x8e\x90\xf5\x06\xba\x82_\x17',b'+\x91Zz\xd6\x82Ue',on_traffic_light_intersection,
b'\xc0\x14\x16dE\xd0T\xc6',b'\xfd\xd5\xf0\xd73\xdeT\x1f',on_traffic_light_intersection,
b'\xfc\xf4\xa7\x90\xdf\xf6_W',"b'\xc3\xf4\xac>""iX$'",on_traffic_light_intersection,
b'\xbc\xba4<\xcbxP\xef',b'\x18\x87\x98\xab#\x1bTq',on_traffic_light_intersection,
b'^lo\x1e`hP\x15',b'\x92\xa0\xdd\xc5\x0e\xc3T\x98',on_traffic_light_intersection,
b'\x17\x07n\xbcGH\\\x84',b'\xb5\x06\xc7I\xfb\xc2S\x14',on_traffic_light_intersection,
b'L\x05\x07\xd1pPX\x99',b'\xf9\xdd\xf7\x11\x19\xd0Y\xfa',on_traffic_light_intersection,
b'\xa9q%\x81wV[\xa5',b'.\x8f\xe1\xdd\xae\x8bT\xa8',on_traffic_light_intersection,
b'\xfa\xa4\x1e\xe6\x1f\xe1R\xf0',b'\x82vF\x87Y\x1dTr',on_traffic_light_intersection,
b'\xdf\x86\x15\x9e\x94]_!',b'r\xbf7Y\x01\x1bU(',on_traffic_light_intersection,
b'\xfb\x8c\x94^\xd9\x9a]\x13',b'\xde\xd8`\x02\x91\tX\xc1',on_traffic_light_intersection,
b'\x9d\xac\xd8\x1b\xc3\xadW0',b'\xe1\xc9!\xd6\x14\x18VA',on_traffic_light_intersection,
"b'""\xf5e\xd9\x97\xa3^<'",b'^\xfco\x83\xc3\x9dRf',on_traffic_light_intersection,
b'\x85{9A\x0c\xf3V\x06',b'eNFQ\xc0\x1c_/',on_traffic_light_intersection,
b'\xa4\xfc\xa1\x82\xc8\x03QQ',b'\xaa\xb5q2F3_]',on_traffic_light_intersection,
b'\xfa\xe9\xf1\x7fK\xbbR\x97',b'+\x15\x80\xdf\x8a+P\x81',on_traffic_light_intersection,
b'I\x16\xc1\xfa\xe8\x0cU\xe8',b'\x0b\xb1\x84\x88\xd2\xd4Q\x81',on_traffic_light_intersection,
b'\xf3\x04(\xbcX_XC',b'\xfaU\xc2#\xc7\xbfR\x81',on_traffic_light_intersection,
"b's\x03,\xbdZo[\xaf'",b'\x1d\xae\xef\x9a\xf2\x1aV\x02',on_traffic_light_intersection,
b')\xc7\xa6&\x88\x1bY!',b'\x04tW\xc7\x07\x9dXg',on_traffic_light_intersection,
b'\xb6Y\xfb\x08G\x9bWv',b'\xc3j\x834kTQ\x11',on_traffic_light_intersection,
b'~\xa4\xea\xf0\xaa*Yj',b'N\xc6v\xc0\xfb/R`',on_traffic_light_intersection,
b'%\x94G\x89\t\xbeR#',b'\xeeT}\x1e\xc7\xaaU1',on_traffic_light_intersection,
b'R\x02\xe0kFC^\x05',b'/\xa1\xdaNM\xefX\xb0',on_traffic_light_intersection,
b'\x0eW\xa4\x9f[RR\xdd',b'\x9e\x05MkF\xecZ\x7f',on_traffic_light_intersection,
b'\xf6\xf4<hDjV\x97',b'\x02\xa3\x9eJ\xf3\x9fQ+',starting_straight_traffic_light_intersection_traversal,
b'?\x94\xbb7m\xf3\\=',b'w l\xd7EmS\x03',starting_straight_traffic_light_intersection_traversal,
b'\x1e\x0b\xd7\x91\x05\x06W\x10',b'\x07;\xae@\x9c\xffX\xf0',starting_straight_traffic_light_intersection_traversal,
b'\xfd\xb8>X\x98\xadS\xdc',b'\x02u\x1b\xa6\x1f\xa6Z\x8f',starting_straight_stop_sign_intersection_traversal,
b'l\x994\xc2\xb0\xc6TO',b'(\x87\xab\x13\x17\xca\\\xd3',starting_straight_stop_sign_intersection_traversal,
b'Ku8\xaam*\\\xda',b'\xdb\x00\xe4\x8a\xe6\xf9UL',starting_straight_stop_sign_intersection_traversal,
b'\x91\xf0np\x02J^\x94',b'\x04P\x06f\xed\x0eWW',starting_straight_stop_sign_intersection_traversal,
b'u\x88\xef\x9d1aUa',b'\x8c\x00\xf1\x8a8\x8aUP',starting_straight_stop_sign_intersection_traversal,
b'\xaa\x03\x00(\x16\xccRY',b'\xc6R\xa4]\xc6mR\x02',starting_straight_stop_sign_intersection_traversal,
b'|^\xd5eC\nT[',b'4\x037\rcKV\xa2',starting_straight_stop_sign_intersection_traversal,
b'\x10\xf0\\\xd1cvSg',b'|C\x15\xb3\xef\x87P\xb5',starting_straight_stop_sign_intersection_traversal,
b'\xfb\xd0\x7f\xba\x9f\xcfY5',b'\xa2\x06z\xf6\xc0\\R\xfb',starting_straight_stop_sign_intersection_traversal,
b'\xb6;\xae\x93\xb6\xa6Z\t',b'\xa1\x07\x84\xb6\xa8\x11X\xc7',starting_right_turn,
b'\x97\xc2\x00\xe3\xb6\x00Z\xc4',b'{@\xb4L!\x80X\xa8',starting_right_turn,
b'\xa8\x01\x95gn#P\xe1',b'\x0f\x07\xff\x8d\xdf\xdeY\x84',starting_right_turn,
b'\x98\xda\x1b\x83B%]\xf8',b'\xb4=\x0f\xfb<\x98_\x8c',starting_right_turn,
b'\x9f\xd0\x9e\x94\x142^2',b'\x89\x83\x0b2>9S\xc4',starting_right_turn,
b'\x123U\x9d\xe0\xafZ\xe8',b'\xbdC\xf2B\x15\xc7U\xa6',starting_right_turn,
"b""\x87'\xcd\xe7]\xb7Z\xf5""",b'\xda\xab\x81\xc8\x1a+U\x88',starting_right_turn,
b'\xac\xfe\xb7\x02\x165\\\xb4',b'\xe9\x12\xb8\x1f\xc5\x1eX\x8c',starting_right_turn,
b'(=m\xbb\xcfjR\x08',b'\x92\x13\xa6\xdd\x9a\x9f^1',starting_right_turn,
b'\x13\xa0YrK\x1c\\g',b'\x96\xf3\xbeg\x8d\xa2SA',starting_right_turn,
"b'\x81\x9d\x86""\xba\x06_7'",b'V\x12\xfa)T\xa7[\xe7',starting_right_turn,
b'#\xa1\xcdcjJ]d',b'F&\xa9}\xd0\xd0_w',starting_right_turn,
b'\xf9\x1d2=\xd7XT\xcb',b'\xae^\x93\x1c\x08\xf3Qw',starting_right_turn,
b'\\\xc6\x98\xa1.\xe8X\xb9',b'-c\xe6\x16\xc5\nQ\xc6',starting_right_turn,
"b""'\x18{\x9f\xbe\xa3Y\xfe""",b'h\x1e\xf8\xb3\xd0\x1aX\xf3',starting_right_turn,
b'\x9aD\xb0\xea\x01X\\\x95',"b'et\x16\xb6""fW\x91'",starting_right_turn,
b' \xba\xc7K\xdb\xc0S\x85',"b'\xd5\xf8\x94,\x1a\rR\xf3'",starting_right_turn,
b'a\xe7\x0b\xe7\xf7\xa9P\xae',b'\x93\x11+j\x06\xe1W\xdd',starting_right_turn,
b'\xfb\x9aV\xd6\xfe4Qc',b'vU|\xbb\x9d\xcd\\\x9a',starting_right_turn,
b'\xea\x06\xd9_T&W\x9c',b'\xef\xe2\x80\x87\xbapR\xdc',starting_right_turn,
b'\xb9\xad\xe8\xf9z\xd1X}',b'\xa1\x07\x84\xb6\xa8\x11X\xc7',starting_unprotected_cross_turn,
b'\x107Jm\xa6\xa8]\xe3',b'{@\xb4L!\x80X\xa8',starting_unprotected_cross_turn,
b'\x8a\x18\xe5\x9a\xe0\x9dZ\xdc',b'\x0f\x07\xff\x8d\xdf\xdeY\x84',starting_unprotected_cross_turn,
b'\x04[~D\xa7\\Pa',b'\xb4=\x0f\xfb<\x98_\x8c',starting_unprotected_cross_turn,
b'\x86\x17h\xa1\xce\xf5R\x01',b'\x89\x83\x0b2>9S\xc4',starting_unprotected_cross_turn,
b'\xbd\xfbq\xc29\xa6TR',b'\xbdC\xf2B\x15\xc7U\xa6',starting_unprotected_cross_turn,
b'\x84v\xa40P\x85^\xb3',b'\xda\xab\x81\xc8\x1a+U\x88',starting_unprotected_cross_turn,
b'j\x9d\x00M\xfb\x92S\xe6',b'\xe9\x12\xb8\x1f\xc5\x1eX\x8c',starting_unprotected_cross_turn,
b'\xbd\x1e\xaa\xfe\xb5\xd9Zu',b'\x92\x13\xa6\xdd\x9a\x9f^1',starting_unprotected_cross_turn,
b'\x01`\xa7Vn\xb8\\\x07',b'\x96\xf3\xbeg\x8d\xa2SA',starting_unprotected_cross_turn,
b'\xcek\xf1\x19;\xd2\\\x0f',b'V\x12\xfa)T\xa7[\xe7',starting_unprotected_cross_turn,
b'\x13\xde\x12\xcc\n\x12Qr',b'F&\xa9}\xd0\xd0_w',starting_unprotected_cross_turn,
b'}M\x1d\xcak0ZU',b'\xae^\x93\x1c\x08\xf3Qw',starting_unprotected_cross_turn,
b'\xa09\x8c\xf6\xbd\x1b_i',b'-c\xe6\x16\xc5\nQ\xc6',starting_unprotected_cross_turn,
b'\x9b\xbe\xfcc&\xa6\\\xb8',b'h\x1e\xf8\xb3\xd0\x1aX\xf3',starting_unprotected_cross_turn,
b'K\xf5D\xc3\x08\xe4V\xd2',"b'et\x16\xb6""fW\x91'",starting_unprotected_cross_turn,
b'\xf9\xd3\xc4\xe4\x1b\xcb^\x15',"b'\xd5\xf8\x94,\x1a\rR\xf3'",starting_unprotected_cross_turn,
b'\xfe\x05\xe4\x0f\xacH_\xea',b'\x93\x11+j\x06\xe1W\xdd',starting_unprotected_cross_turn,
b'\xb2\xd9\x14\x90\xb4\x97T\x03',b'vU|\xbb\x9d\xcd\\\x9a',starting_unprotected_cross_turn,
"b""3\t\xc3\xfdf\x8cY'""",b'\xef\xe2\x80\x87\xbapR\xdc',starting_unprotected_cross_turn,
"b""\xea'\xb3\x95\xb9PT\x85""",b'\xc1\xba\x81\x12\xberVk',traversing_intersection,
b'\xa3x\x85\xb7v\x14P\xbe',b'\x1e\x0c=6\xf8OQ;',traversing_intersection,
b'\x01\x86q\xb4q\xb6]\xdd',b'0\xee\x88\x00}zZZ',traversing_intersection,
b'\xdf\x11\x18R\xd4\nR\xfe',b'\x1a_\x98\xedc\xcdW^',traversing_intersection,
b'$g\x07@\x8d\xdaY\xc7',b'W\xb5\xdetc\x84[\xfa',traversing_intersection,
b'q\x01+\xb7j\xbe\\N',b'\x10NM%\xef\xcf_!',traversing_intersection,
b'\x14<[Y\xaa\tU\xbd',b'\x84\xce\x96j\x05B\\\xc0',traversing_intersection,
b'\xd7\xd2\x8b\xe0t\x0fS-',b'\x1c\xde\x98%y|Wg',traversing_intersection,
b'_\xf4\xeb\x1c\x8dcX!',b'\xff\xcf\xc5\xb0\x08JWN',traversing_intersection,
"b""\\\xee\x89\x94\x90pT'""",b'8\x90\xdd>)/].',traversing_intersection,
b'\xa2V\xa1\xda*4X\x82',b'\x94\xc8\xe8\xe0\xf9\xd4PN',traversing_intersection,
b'}\xd1\x93<\x8d\xcbR\xf5',b'm\xbe!\x94\xbf#Z\xd2',traversing_intersection,
b'y\xca?\x87n\xf8Ug',b'\xfe\xf4\xe1\x14KXRN',traversing_intersection,
b'\xb6\x971\xcd2TYW',b'\xf6\x14\x02\x8b\x98\xad^\x11',traversing_intersection,
b'R\xb64\xca\x9e\xa1Q\xfc',b'\x8f\xa2\xc6\xc6{\xe8W\x02',traversing_intersection,
b'x9\xbce\xc5CWy',b'\xb5l\x14W\xc9 \\\x0c',traversing_intersection,
b'\xe3\xd0\xb3\xe4\xcd\x97R\x1a',b'\xa7z\x1d:1\xc5V)',traversing_intersection,
b'\x11j7^\x01\xe3^\x00',b'\xa32t\xe0\xa1\x00\\w',traversing_intersection,
b'\x90\x85\x03\x16\xb6\xe0S\xa2',b'c5\xec\x02\x8e0Q\xe1',traversing_intersection,
b'\x9e\xb6#\x89F\x9c_\xee',b'\x94\xfe\xcb\xe7(;]\xc4',traversing_intersection,
b'\x9a\xfav\xaa9\x19T\xa6',b'\x99\x8d\xcb\xa1\xa0\xf6Pz',traversing_intersection,
b'VY\xe7\xe5P\rQK',b'}_\xd02\xac\x95U\xc5',traversing_intersection,
b'\x1f\x8az\x1c\x83\x97W/',b'{m\x9d\xdee\xf5W\xb3',traversing_intersection,
b'\xea2\xfd\x8c\xb6\x07_\xd7',b'KDq\xa1!\xceXR',traversing_intersection,
